"","X4.1BB.CD137","ARG1","B7.H3","Bcl.2","Beta.2.microglobulin","CD11c","CD127","CD14","CD163","CD20","CD25","CD27","CD3","CD34","CD4","CD40","CD44","CD45","CD45RO","CD56","CD66b","CD68","CD8","CD80","CTLA4","EpCAM","ER.alpha","FAPalpha","Fibronectin","FOXP3","GAPDH","GITR","GZMB","Her2.ErbB2","Histone.H3","HLA.DR","ICOS","IDO1","Ki.67","LAG3","MART1","Ms.IgG1","Ms.IgG2a","NY.ESO.1","OX40L","PanCk","PD.1","PD.L1","PD.L2","PR","PTEN","Rb.IgG","S100B","S6","SMA","STING","Tim.3","VISTA"
"L13_ROI13_TME",14.93933168,32.81119885,1408.151895,76.13526073,2641.449056,1752.595708,376.3051659,537.3456283,388.1183041,63.39994156,137.4510733,10.88173542,432.7334193,457.6230836,654.9052581,262.286711,1843.854737,2874.742397,342.8576621,71.41369417,43.72982151,238.6143255,330.2883355,43.20417836,232.1221715,377.5869974,44.94710039,36.46303548,2554.745601,10.62352475,2301.975798,7.903090897,73.11972896,30.69940443,11838.63651,2204.787146,81.29025234,597.6009328,145.9996909,8.327294142,17.96408526,37.67109255,13.10419156,26.43892836,26.63258636,273.1961118,31.21582577,69.03446727,25.84873254,38.03996494,17.56754744,32.89419513,2103.218134,5818.574593,16379.66769,2216.508066,234.0956388,129.0223393
"L13_ROI14_Tumor",8.838776002,10.5914544,739.6868215,24.89557164,2771.304928,535.2265212,792.5121715,158.0708608,122.9796009,30.57764193,130.7630006,3.967083899,86.39008357,126.9843768,114.1879399,189.798109,488.1209336,481.8169451,102.9839903,49.13153313,8.593777947,194.32115,90.4890895,28.79669452,118.1550238,1579.690924,116.7415734,23.28423827,566.9537694,14.47373128,2276.917698,34.10184472,33.96049969,86.80469566,9155.718679,1393.878745,30.56821892,441.571303,630.9171079,4.63611705,25.34787574,28.61765748,17.84716604,27.70362627,44.31637904,2761.995002,15.51968452,57.79127209,23.57635134,26.72363405,18.73292824,31.7932092,125.2411214,7992.910792,4706.3938,783.5885885,203.3201171,34.76145487
"L13_ROI14_TME",15.03830087,17.06692797,1378.28453,35.92433985,3439.149157,1965.342752,400.7420528,738.0321781,587.1640629,27.93331311,119.6801786,5.203869509,289.6438488,487.3291494,606.8505658,479.4086836,2167.861477,2301.989008,263.9596658,71.00194839,7.241316724,616.8878599,229.1202004,55.69904398,191.4759376,453.9802839,64.48388133,37.98824742,2386.909102,14.67667604,3117.682324,19.31605801,62.66693706,32.77555779,6844.543724,3502.054238,128.5002964,676.7941001,209.848243,11.58081469,27.81865158,36.95629363,11.48379339,22.04147441,41.48101407,221.1997346,26.62793568,117.7309326,22.94994655,17.43737291,14.61493522,38.26167107,372.8528403,4619.483783,22817.92702,1818.276107,416.6094447,71.79575899
"L13_ROI15_Tumor",13.32787513,20.16375166,708.1384536,19.49683687,2061.308549,604.4019431,538.7629397,241.756609,91.72162382,33.00186124,168.1771514,7.023446314,81.64495827,111.5206565,143.876444,127.6203962,473.1760389,440.4763734,91.53405404,67.10830009,12.35876458,197.7298128,94.3267597,33.96055124,87.75139675,1368.561239,118.5128411,32.37662863,461.3070399,21.34127307,3427.066662,27.78116895,55.79158986,127.4536675,16079.54468,793.9307882,37.6390031,424.668409,543.7856416,7.700781641,25.1343509,27.29140341,14.8075923,38.29549734,41.27577277,4339.854169,18.11090459,46.04838169,20.86192807,24.1756609,18.98623024,40.18161571,190.4354323,6850.079732,4464.223356,841.9903348,136.9884648,42.41161202
"L13_ROI15_TME",16.65887975,21.01364558,1148.365867,43.03724932,2138.037985,1490.839421,348.022894,589.1096806,198.8640196,41.95127281,146.2375976,6.407261444,185.5499475,281.5068324,401.1162859,189.0576516,1592.323926,1162.516141,171.931802,67.43914163,6.928530171,331.2336971,199.1789528,37.60736674,258.1040385,462.4848188,41.90783375,39.87705766,1893.432635,12.51044946,4611.707872,13.44438927,52.56126337,51.27981108,9465.371312,1140.231903,43.87345124,307.8200434,151.7652181,10.69686868,26.19375356,35.26165747,11.57650966,24.7494048,17.91861251,347.2518507,21.86070726,35.26165747,15.21453099,29.86435419,25.19465517,39.77931978,390.9189664,5045.045081,17591.46209,1287.85955,201.8287355,98.07453915
"L13_ROI16_Tumor",18.78640592,15.64030914,673.565293,25.36916255,3169.632387,455.6229455,782.0254765,347.9342571,129.7514436,38.7050059,127.717502,7.5947177,67.64108073,103.2500869,136.0035594,162.2644501,615.6530657,477.7357977,99.26235917,61.45910075,14.61832866,179.1171086,119.8823183,32.65327834,90.93622407,1255.88376,195.3485633,35.36854021,570.2751284,23.08473559,4457.718552,37.21211285,44.36597622,125.6535022,13700.48999,1273.22737,28.82586124,1337.79249,270.2837793,7.404348787,39.03564665,31.48100661,10.68069798,27.98423026,30.58927855,5460.592007,24.74795873,48.79455831,24.06663841,31.86174444,24.06663841,48.29358749,230.2662298,9022.063734,4551.33998,1366.748603,145.3416556,71.36830366
"L13_ROI16_TME",13.01143514,23.06718625,1234.247068,43.32325998,2761.58876,1163.937128,447.2881624,897.4035008,364.0390727,44.67259399,118.8859648,8.794766346,189.4529211,245.7635209,335.4942329,262.5820056,2087.243022,1446.196921,186.2241575,94.83087329,8.786734596,329.9924841,239.6192321,41.72494171,245.0005047,449.8583224,71.77171879,49.33904079,3355.930235,15.42096017,6018.543738,16.82651643,51.27469256,44.76897499,8368.416957,1198.738701,59.00123615,707.524897,100.8787811,16.48115118,23.09931325,38.69697192,9.509592104,27.74969655,37.11471716,319.7680663,30.85798384,57.22621938,24.92252052,26.23169579,17.96702495,44.12643498,409.9485562,6184.648362,22940.03562,1558.689613,308.7404734,88.87934647
"L13_ROI17_Tumor",16.87269038,8.654185091,528.3409703,34.87418752,2154.931695,270.1610824,942.07835,274.8941493,58.10384224,44.36012495,144.5268714,1.980362721,90.77982713,105.1770641,84.22482653,108.2466263,324.0665557,293.5293625,93.03744063,57.68796606,9.030454008,149.061902,127.8324136,36.30004868,114.8808414,1323.377388,158.8646975,33.56714812,408.7666692,30.4183714,4219.77669,43.36994359,57.09385725,162.5085649,15019.60557,838.861845,31.52737452,387.4579664,649.8362233,4.871692294,22.04143709,47.70693795,9.386919298,27.66566721,44.12248142,3383.489316,28.99251024,44.65717936,21.80379356,42.53819125,32.81461029,36.26044142,285.1524282,9961.996828,3069.126538,1046.483073,154.4088814,32.75519941
"L13_ROI17_TME",17.68214879,13.38089867,906.7685271,44.15350802,2182.448776,1240.060089,424.9939382,1013.801886,393.8893996,35.26056967,95.25678511,6.410384014,182.7132324,462.6609951,328.3333689,230.9812803,1738.624767,1401.336223,149.0293267,53.01878558,11.3478319,336.714583,197.0553429,32.39767973,108.0568076,304.5105287,51.96767623,27.83365227,4038.59725,28.33154618,3702.892286,16.4650748,51.26924173,43.365176,8439.543705,1922.644971,57.99772462,272.5692517,96.63982373,8.51260272,16.67944578,27.52246858,18.83007084,16.77625849,30.8141005,168.0046166,21.51316577,36.79574254,20.0748056,17.23266123,20.62110586,31.33273999,571.2433573,4856.491716,10663.59428,1943.957596,371.7676969,93.23063353
"L13_ROI18_Tumor",12.72572855,31.06172452,811.0506116,46.56148774,2299.065199,248.6928301,1823.150319,108.6102991,41.53588233,28.83503302,131.7106685,1.243961735,70.50775114,162.7101949,76.09313933,89.39109028,181.9916018,170.7213085,87.67442308,75.34676229,13.60894138,135.5793895,89.10497908,19.00773531,155.980362,1803.110095,199.5936604,45.67827491,552.8787931,33.45013105,2184.272411,48.56426613,73.00811423,182.0040414,11986.45453,458.5491748,26.65809998,42.74252521,320.1708714,11.23297447,24.2323746,36.48539769,17.67669625,49.37284126,34.90556628,5508.312321,22.76449975,26.93177156,37.3561709,33.13914062,29.87996087,25.17778552,73.48081969,9591.330605,5712.409123,1368.208633,124.0603038,72.78420112
"L13_ROI18_TME",13.45343653,26.62264552,2376.584301,55.62964423,1995.750989,1631.213388,774.7884625,473.2230508,174.1367348,18.30109499,90.90543907,5.321371021,122.3915335,504.4407081,350.4841281,123.0705215,1343.306689,740.5232545,122.5810185,111.3856118,5.763502738,479.1444577,110.6276717,40.2024054,217.1972059,402.5609282,43.29732741,44.59214173,1945.900638,30.31760344,1782.232951,18.0484483,53.65584192,24.44356777,5886.952229,1455.923953,32.85986081,116.0437853,248.6043482,15.55356218,29.29122624,38.03911807,9.347927728,27.85429816,52.12417133,341.5625417,20.22752605,22.78557384,15.80620888,27.14372933,18.31688541,45.66589018,43.72366871,4573.189413,31978.78704,1207.967012,541.1376406,52.21891384
"L13_ROI19_Tumor",20.11049681,20.11049681,318.7513745,20.11049681,1002.307161,192.8596644,381.6972295,87.27955616,72.79999846,40.82430853,97.53590954,20.31160178,20.11049681,83.05635183,23.3281763,37.80773401,218.6011003,132.1259641,69.381214,94.31823005,85.06740151,37.2044191,106.3845281,194.4685042,91.30165553,613.7723627,132.1259641,20.11049681,198.2894986,20.11049681,1636.592231,105.5801083,20.11049681,48.46629732,7500.410891,401.2044114,68.37568916,181.7988912,188.6364601,28.95911541,62.54364509,20.11049681,24.33370114,20.11049681,34.18784458,1164.59887,73.40331336,52.48839668,20.11049681,20.11049681,134.5392237,33.18231974,92.50828534,3666.947989,1784.806592,467.7701558,84.26298164,46.25414267
"L13_ROI19_TME",14.74209877,24.41694721,2165.953233,50.37899041,3186.514063,2105.844015,377.0366522,598.6333239,308.7478394,43.76664409,87.36161084,12.2610844,300.4962514,408.3871485,567.2883656,374.3451947,2139.06081,2004.388248,239.6449436,84.0997415,7.498422889,428.7170676,259.2327736,57.14640014,212.0270449,501.0375288,58.86317348,54.32203111,1771.60486,22.37343314,4765.26436,21.80302135,54.31649313,41.34654748,10761.85947,4247.164319,90.32996731,238.1330755,110.7817219,7.553802674,17.23418909,40.75398378,8.738930073,20.06963408,39.13689406,200.7295687,23.24843374,41.97787703,18.38608862,24.09574445,19.99210239,45.59417699,295.8111216,4701.854506,18838.32548,1730.081097,320.7874046,101.8268107
"L13_ROI20_Tumor",24.1920101,25.3794216,1477.811576,44.06616019,4653.237789,665.2862747,1365.103435,437.1233555,207.5451377,48.61190725,163.0112093,9.655214738,125.5537738,164.7503474,204.8824573,284.5469745,758.6839854,657.5621029,160.1206419,102.3092941,8.119975625,235.7191742,158.5973969,25.78721949,145.7997396,2382.631134,266.7957722,62.80087499,674.3177985,31.55636022,3782.733224,44.07815424,82.90291214,134.3094343,15456.18769,1925.54967,39.73630612,571.5047541,267.4194631,14.64474186,53.49348787,58.84283665,8.731672459,32.02412839,50.03919986,2956.918509,31.73627105,66.87885389,25.76323138,44.4139878,34.48290978,31.60433644,269.5184228,9391.285546,6211.961264,1563.569073,214.8375235,33.07960528
"L13_ROI20_TME",15.60246927,20.58325754,2259.644282,71.15126052,3831.926447,971.140361,399.8699508,1007.159395,350.0087263,60.12284848,83.33985618,10.06826009,368.838373,446.2439567,684.9484011,394.8424885,3073.646441,2043.356719,405.1707897,91.88120795,8.468006828,273.7766617,347.9684034,44.43369882,221.1950067,705.8317062,71.59799789,74.68515314,2501.302527,14.40894705,3280.239136,18.37624159,71.00457064,41.74660689,8390.661254,2011.785055,126.3133239,265.1886359,94.47495177,11.00840888,17.28940292,35.13889448,10.52166518,17.80281751,70.96456431,167.1131143,26.16414078,43.5735627,28.64453333,29.01125804,18.27622576,43.92028423,253.6068029,3877.040254,24191.02185,1798.444625,331.0523929,88.88740081
"L13_ROI21_Tumor",14.02230564,26.13340782,1144.279418,52.74717159,4290.886849,914.5364093,1175.574098,268.5905192,176.8527528,49.70151046,152.5487857,10.28166143,146.2530567,213.2269407,229.2217718,323.2999959,858.6209325,742.3339109,176.4337189,88.1402069,12.11110218,244.2456708,151.3632264,42.84366272,89.40752899,1776.959308,147.8269889,44.70376449,595.6004983,27.85042484,2051.375421,21.46271272,81.14949476,99.67897007,13234.45034,2868.982131,42.54727288,592.5650575,456.8082894,15.4122718,40.28857788,27.86064518,11.17083095,26.31737393,76.58100305,2560.460746,21.45249238,87.27147805,47.90273072,39.73667955,21.86130596,52.17483259,137.4226834,8261.406939,4480.208416,988.1432936,277.2675873,49.33357824
"L13_ROI21_TME",15.27874672,22.06930082,1705.808833,51.47023575,3612.574781,1549.01061,478.5649765,622.9521766,458.3624017,47.9667427,119.0105477,8.84665813,344.262155,445.667312,651.561782,496.6641028,2392.493471,2114.337766,317.5869107,71.00998754,5.153787076,374.434129,225.3733503,63.97594744,155.2155638,428.5894743,65.95765297,45.27486966,2069.698665,14.61592371,1965.493419,16.86816925,68.230189,41.53465411,8658.77486,3906.746454,116.0616617,480.357304,157.1431613,11.16653866,21.75141632,35.02816701,10.67280316,21.93403082,31.67347096,213.4087186,22.21809783,93.10634236,29.71881944,16.90198675,17.63244476,43.43519764,218.6301407,3603.004428,16522.17564,1744.935681,325.1823213,88.6086148
"L13_ROI22_Tumor",17.83933784,22.4989933,1029.486249,30.49183294,2769.569955,607.3622798,730.7751251,120.1646913,90.49765142,31.01051722,118.6596566,8.554039024,80.8467227,112.4099363,135.8612679,175.3152849,490.8028693,525.4866915,109.6039394,55.79682314,9.353322988,218.1109891,116.9335434,25.5940929,88.87357443,1175.228027,147.2128008,37.76191581,323.5909633,16.77646023,3049.489403,34.59879204,57.98209951,104.4341027,15187.27114,1561.673321,36.84358955,579.7444679,450.0393871,9.157753508,29.10584054,51.75788821,7.227567764,28.38308376,45.6102041,2904.546909,14.74423824,47.41284453,20.75587401,24.39516696,20.4667713,43.40792169,209.0807809,8371.445153,3139.851006,1129.966447,92.63190967,42.02192928
"L13_ROI22_TME",14.00496255,21.57158739,2510.107465,53.13995649,3307.995824,2264.64584,495.6415422,253.8172621,238.7944741,39.17444454,103.4079094,19.05463919,250.053675,412.3376579,520.3297269,291.1848692,2043.94341,1548.301868,216.11827,84.32170972,10.02045208,510.3408353,195.4461562,50.03913943,833.646382,515.398402,60.51721845,68.50201963,2896.313046,12.60052123,3710.620745,6.20952424,113.4993725,57.95292953,9926.188817,3301.920432,77.08646992,240.4513993,173.4563925,11.33021196,31.91553437,37.27292568,6.706601784,27.08678109,53.06894541,221.3809798,17.99736314,47.43539991,18.48655056,37.24925532,22.68409427,64.95935587,233.9815011,6400.536149,41189.5969,1666.937709,285.9537198,102.461095
"L13_ROI23_Tumor",14.99446254,21.05859474,868.4713088,17.40949987,2890.096404,310.1465248,1146.147524,204.7872039,55.71836125,36.30517656,106.2749119,8.01473927,64.99369693,80.86394224,80.95682829,143.6681822,292.4716362,242.8572154,88.57348448,77.12196132,8.983408089,117.540663,80.71797844,38.50790292,217.087971,2148.321669,248.6426895,25.50385576,498.4398199,22.43861607,3979.901903,24.37595371,49.57461244,95.87167422,12273.07375,1157.028461,27.05637975,663.1135191,158.9943807,8.572055577,27.53407945,34.96496354,9.660149319,26.57868006,28.25062898,3964.297046,14.53003229,42.78066127,12.95096942,38.07001153,18.63028797,48.07516618,111.2111421,7837.950576,6911.757221,1125.924904,115.3644755,28.96717852
"L13_ROI23_TME",6.610269736,11.40950667,802.5721232,18.85630108,1428.473684,374.5647038,275.337354,307.3538268,100.2191058,30.14507223,53.89547386,16.92453276,81.16445352,80.60820773,143.3087506,100.676176,620.0933202,397.418213,61.5363075,75.18373328,12.04336815,144.0245398,85.14872569,23.63829008,947.4288757,442.2412749,54.80961423,23.14672403,3262.804132,12.96613248,4273.783011,6.226503261,39.47189117,14.54000623,3385.423989,710.4724812,16.11819196,216.5995234,59.7511466,2.475078166,9.391498686,32.12427236,10.4694944,14.39339881,24.9663808,158.8750088,20.06796827,21.78844943,5.053643921,18.36042305,8.649837633,48.28127217,228.7377552,3749.928837,40746.75478,651.0792291,180.215012,34.19402414
"L13_ROI24_Tumor",29.65512424,45.38299682,1712.096522,51.40956482,3701.525414,522.4005529,1690.08485,268.7702338,122.4054756,115.4234761,156.0660627,22.19540897,91.75817252,265.6834551,128.1013173,193.7321127,439.4617482,428.2538016,152.2443367,130.8941171,21.79118795,274.6498123,129.571212,31.60273463,162.8275781,2961.249729,350.3126386,43.83960745,791.3545235,58.68554326,7631.141728,67.50491106,113.2553815,247.7874879,25835.30905,1022.054486,40.56909189,199.280965,643.1891444,18.48392502,53.35717521,50.08665965,17.8592198,63.09522716,71.95134233,9620.791105,36.89435531,70.44470033,46.63240726,34.02806077,56.51744867,18.15319873,348.5855124,14564.59797,13472.39276,1475.406739,254.0345401,63.35245872
"L13_ROI24_TME",16.00187285,15.43600276,1863.754407,26.02419059,1559.327964,618.175158,333.2391479,514.171735,197.6753414,28.36934293,59.46302951,17.02860621,96.92129621,755.5474153,247.098552,149.383871,817.5947793,635.8221377,93.99277263,63.98415654,10.86237231,210.9995403,86.39727921,23.83071476,531.5386965,229.3523992,58.16794538,33.25216013,3090.374091,8.768069592,4097.937877,9.188096878,52.85926718,15.45350389,5010.744675,1246.687654,32.70962489,69.30450217,75.97243533,7.957183582,16.34022816,41.87438691,7.082126736,16.13604823,18.8720593,126.9882494,20.76218209,17.79282253,10.82153632,19.98046464,21.05970142,54.75522368,299.7886416,3810.300858,37579.43874,1061.974821,191.8707977,46.26133857
